index,phrase,recording_id,start,duration,channel,language,speaker,gloss,lemmata,fst_normalized,num_raw_variants,token_count
6277,an ondi kal@ngo ojongo,HH20210623,3160.71,1.48,0,tic,Himidan,"FOC[] what[left_h] sing[CLG,VENT,PFV,left_h] who[ACC,SG]",àn ɔ̀ndì aleŋ ɔ́ɟɔ́,àn ɔ́ndì kálèŋɔ́ ɔ́ɟɔ́ŋá,1,1
6278,an ondi ka romoco dongde,HH20220823,542.356,2.739,0,tic,Himidan,"FOC[] what[] aux[CLG,IPFV] man/male[NOM,PL,left_h] push[IT,PFV]",àn ɔ̀ndì ŋgá ðɔ̀mɔ̀cɔ̀ dɔŋð,àn ɔ̀ndì ká rɔ́mɔ̀cɔ̀ dɔ́ŋðɛ̀,1,1
6279,an ondi ka ojo anga,HH20220919,2115.905,2.256,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] who[] see[VENT,IMP]",àn ɔ̀ndì ŋgá ɔ́ɟɔ́ aŋ,àn ɔ́ndì ká ɔ́ɟɔ́ àŋá,1,1
6280,an ondi ka ngin rleno,HH12022020,2396.818,2.715,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] there[CLŊ] chase[IT,PFV]",àn ɔ̀ndì ŋgá <CL>ɔ̂n rlɛɲ,àn ɔ́ndì ká ŋɔ̂n ŕlɛ̀ɲì,1,3
6281,an ondi ka ngin rleni,HH12022020,2470.71,2.865,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] there[CLŊ] chase[IT,PFV]",àn ɔ̀ndì ŋgá <CL>ɔ̂n rlɛɲ,àn ɔ́ndì ká ŋɔ̂n ŕlɛ̀ɲì,1,2
6282,an ondi ka ngin nona,HH12022020,1830.517,2.83,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] there[CLŊ] look[VENT,IMP]",àn ɔ̀ndì ŋgá <CL>ɔ̂n nɔn,àn ɔ́ndì ká ŋɔ̂n nɔ̀ná,1,2
6283,an ondi ka ngen nona,HH11182020,1730.816,3.201,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] dog[NOM,SG] look[IT,IPFV]",àn ɔ̀ndì ŋgá ŋɛ́n nɔn,àn ɔ́ndì ká ŋɛ́n nɔ́nà,1,1
6284,an ondi ka lidi idoto nano,HH20220320-2,1868.655,4.279,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] pot[NOM,SG] fall-loc[VENT,IPFV,left_h] body[ACC,PL]",àn ɔ̀ndì ŋgá lídí id-ɛt̪ àŋnɔ̀,àn ɔ́ndì ká lídí ídɔ̀t̪ɔ́ nàŋnò,1,1
6285,an ondi ka lidi edoto nano,HH20220320-2,1864.026,3.617,0,tic,Himidan,"FOC[] what[left_h] aux[CLG,IPFV] pot[NOM,SG] fall-loc[VENT,IPFV,left_h] body[ACC,PL]",àn ɔ̀ndì ŋgá lídí id-ɛt̪ àŋnɔ̀,àn ɔ́ndì ká lídí ídɔ̀t̪ɔ́ nàŋnò,1,1
6286,an ondi k@ngecino aprina,HH20221024,1275.54,2.17,0,tic,Himidan,"FOC[] what[left_h] give-pass[CLG,VENT,PFV,left_h] boy[ACC,SG]",àn ɔ̀ndì ŋac-in àpɾí,àn ɔ́ndì kə́ŋàcìnɔ́ àpɾíɲá,1,1
6287,ne karo apri,HH20220213-2,2190.262,1.535,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] say[CLG,VENT,PFV] boy[NOM,SG,left_h]",ŋgá aɾ àpɾí,nɛ́ kàɾɔ́ ápɾí,1,1
6288,ne itiro,HH20230608,2119.263,0.859,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] Tira.person[NOM,SG]",ŋgá ìt̪ə̀ɾɔ́,nɛ́ ìt̪ə̀ɾɔ́,1,1
6289,ne inav@lede edoro unere,HH20220805-1,2347.373,2.221,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] aux pull[CLƝ,IT,PFV,aux,left_h] herb/root[ACC,PL] yesterday[]",ŋgá ŋgá vəlɛð ðə̀ðɛ̀ɽì ùnɛ́ɾɛ́,nɛ̀ ɲá_və́lɛ̀ðɛ̀ èdɔ̀ɽɔ̀ ùnɛ́ɾɛ́,1,1
6290,ne inav@lede,HH20220805-1,2345.192,1.636,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] aux pull[CLƝ,IT,PFV,aux,left_h]",ŋgá ŋgá vəlɛð,nɛ̀ ɲá_və́lɛ̀ðɛ̀,1,1
6291,ne ilingino ndoba,HH20230608,2257.421,1.511,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] sibling[NOM,SG] tomorrow[]",ŋgá ìlŋìnɔ̀ nd̪ɔ̀bà,nɛ́ ìlŋìnɔ̀ nd̪ɔ̀bà,1,1
6292,ne,HH20210804,1196.252,0.598,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ]",ŋgá,nɛ̀,1,2
6293,ndu ngideni ne tole,HH20220726-1,640.95,2.29,0,tic,Himidan,"sleep[VENT,IPFV,left_h] rabbit/hare[NOM,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] lion[NOM,SG]",nd ŋìðɛ̀ní ŋgá t̪òlé,ńdó ŋìðɛ̀ní nɛ̀ t̪òlé,1,1
6294,ndri nic@lo,HH20220326-3,161.55,1.79,0,tic,Himidan,"name[NOM,PL] good[CLN]",ìɾí icəlo,ǹdrí nìcə̀lò,1,3
6295,ndri eno norno ojo,HH20201217,232.759,4.57,0,tic,Himidan,"name[NOM,PL,left_h] 2sg.poss[CLN] be.named[CLN,VENT,PFV] who[]",ìɾí ɛ́<CL>ɔ̌ ɔrn ɔ́ɟɔ́,ńdrí ɛ́nɔ̌ nɔ̀rǹɔ́ ɔ́ɟɔ́,1,2
6296,ndrejen,HH08072020,2770.534,1.519,0,tic,Himidan,"palm.of.hand[NOM,PL]",ɛ̀ɾɛ̀ð,ndrɛ̀ð,1,6
6297,ndred,HH05212021-1,1555.866,0.755,0,tic,Himidan,"palm.of.hand[ACC,PL]",ɛ̀ɾɛ̀ð,ndɾɛ̀ð,1,1
6298,ndre jen,HH08072020,2797.752,1.767,0,tic,Himidan,"palm.of.hand[NOM,PL,left_h] dog[NOM,PL]",ɛ̀ɾɛ̀ð ŋɛ́n,ndrɛ̂ð ɲɛ́n,1,2
6299,ndrdo nic@lo,HH20230703,3404.1,1.39,0,tic,Himidan,"knife[NOM,PL] good[CLN]",írdɔ́ icəlo,ndŕdɔ́ nìcə̀lò,1,2
6300,ndrdo ndrdo,HH20230703,3391.64,1.66,0,tic,Himidan,"knife[NOM,PL] knife[NOM,PL]",írdɔ́ írdɔ́,ndŕdɔ́ ndŕdɔ́,1,1
6301,ndrdo,HH20230703,3396.28,0.79,0,tic,Himidan,"knife[NOM,PL]",írdɔ́,ndŕdɔ́,1,1
6302,ndrad nic@lo,HH20220326-5,374.095,1.72,0,tic,Himidan,"clothing[NOM,PL] good[CLN]",ɛ̀ɾâð icəlo,ǹdrâð nìcə̀lò,1,3
6303,ne nultumtani ldo,HH20220726-1,1521.31,1.31,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] <NO_GLOSS> touch[CLL,VENT,DEP]",ŋgá nûltùmtánì ɜd,nɛ̀ nûltùmtánì lɔ̀dɔ̀,1,1
6304,ne ngidini utidi ngarte tole an ingi elo,HH20220629-2,1070.21,4.19,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] scare[CLŊ,VENT,PFV] choose-antip[IT,PFV] tell[CLŊ,IT,DEP,left_h] lion[NOM,SG] FOC[] see[CLJ,IT,DEP,left_h] God[NOM,SG]",ŋgá ðiɲ(2) ut̪-ið aɾt̪ t̪òlé àn aŋ ɛ́lɔ́(1),nɛ̀ ŋə̀ðìɲí út̪ìðì ŋáɾt̪ɛ̀ t̪òlé àn jáŋì ɛ́lɔ́,1,1
6305,ne ngidini utidi ngarte,HH20220629-2,1084.39,2.4,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] scare[CLŊ,VENT,PFV] choose-antip[IT,PFV] tell[CLŊ,IT,DEP,left_h]",ŋgá ðiɲ(2) ut̪-ið aɾt̪,nɛ̀ ŋə̀ðìɲí út̪ìðì ŋáɾt̪ɛ̀,1,1
6306,ne ngidini utidi,HH20220629-2,1117.445,1.47,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] scare[CLŊ,VENT,PFV] choose-antip[IT,PFV]",ŋgá ðiɲ(2) ut̪-ið,nɛ̀ ŋə̀ðìɲí út̪ìðì,1,1
6307,ne ngidini minate luba lene,HH20220629-2,317.17,3.1,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] do-caus[CLŊ,VENT,PFV] exit-loc[IT,PFV] choose[CLL,VENT,DEP] one[CLL]",ŋgá ið-ij miɲ-at̪ ut̪ <CL>ɛ́nɛ̀,nɛ̀ ŋìðìjí míɲàt̪ɛ̀ lùt̪à lɛ́nɛ̀,1,2
6308,ne ngic@lo,HH20220726-1,869.1,1.12,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] good[CLŊ]",ŋgá icəlo,nɛ̀ ŋìcə̀lò,1,1
6309,ne ngamini ngomo kan tole,HH20230717-1,2722.46,1.6800000000000002,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] love[CLŊ,VENT,PFV] food/bread[NOM,PL,left_h] 2nd.born.male.child[NOM,SG] lion[NOM,SG,left_h]",ŋgá amiɲ lɔ̀mɔ̀ kɜ́ní t̪òlé,nɛ́ ŋàmìɲí ŋɔ́mɔ̀ kɜ́ní t̪ólé,1,1
6310,ne ng@voro adam unere,HH20230510-1,366.125,2.134,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] return(transitive)[CLŊ,VENT,DEP] book[NOM,SG] yesterday[left_h]",ŋgá vɜɽ àdám ùnɛ́ɾɛ́,nɛ̀ ŋə̀vɔ̀ɽɔ̀ àdám únɛ́ɾɛ́,1,1
6311,ne ng@ne el@nga unere,HH20230619,1145.11,2.94,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] one[CLŊ] song/music[NOM,PL] yesterday[left_h]",ŋgá <CL>ɛ́nɛ̀ ðə̀lə̀ŋà ùnɛ́ɾɛ́,nɛ̀ ŋɛ́nɛ̀ ɛ̀lə̀ŋà únɛ́ɾɛ́,1,1
6312,ne ng@n@laci ne ng@n@laci,HH20230503,1364.77,3.47,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] tickle[CLŊ,VENT,PFV] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] tickle[CLŊ,VENT,PFV]",ŋgá ɲɛlac ŋgá ɲɛlac,nɛ̀ ŋə̀ɲɛ̀làcí nɛ̀ ŋə̀ɲɛ̀làcí,1,1
6313,ne ng@n@laca kukungu unere,HH20230503,1430.46,2.56,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] tickle[CLŊ,VENT,DEP] 1st.born.male.child[ACC,SG] yesterday[left_h]",ŋgá ɲɛlac kúkù ùnɛ́ɾɛ́,nɛ̀ ŋə̀ɲɛ̀làcà kúkùŋú únɛ́ɾɛ́,1,1
6314,ne ng@burnge ano,HH20230626,1127.2,1.28,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] forget[CLŊ,IT,DEP] PARTICLE[]",ŋgá burŋ ánó,nɛ̀ ŋə̀bùrŋ̀ɛ̀ ánó,1,3
6315,ne ng@burnga ano,HH20230626,1068.29,1.37,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] forget[CLŊ,VENT,DEP] PARTICLE[]",ŋgá burŋ ánó,nɛ̀ ŋə̀bùrŋ̀à ánó,1,1
6316,ne l@v@r l@garatol apri dowe,HH20211101,661.198,2.92,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG] break-loc[CLL,VENT,PFV,WH.LOCATIVE,left_h] boy[NOM,SG,left_h] stick[ACC,SG]",ŋgá lə̀və́r kaɾ-at̪ àpɾí ðô,nɛ̀ lə̀və́r lə́kàɾàt̪ɔ́l ápɾí ðówɛ́,1,1
6317,ne kumuto nate unere,HH20230724,1983.68,1.99,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] hurt-loc[CLG,VENT,DEP] aux[CLN,IPFV,1DU.INCL.OBJ] yesterday[]",ŋgá um-ɛt̪ ŋgá ùnɛ́ɾɛ́,nɛ́ kùmɔ̀t̪ɔ̀ nátɛ́ ùnɛ́ɾɛ́,1,1
6318,ne kino apri,HH20220213-2,2199.29,1.565,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] do[CLG,VENT,PFV] boy[NOM,SG,left_h]",ŋgá ið àpɾí,nɛ́ kìðɔ́ ápɾí,1,1
6319,nela,HH07242020-Zoom1,983.151,0.753,0,tic,Himidan,"gourd.piece[NOM,PL]",ɛ̀là(1),nɛ̀là,1,1
6320,nehe n,HH07242020-Zoom1,288.643,1.204,0,tic,Himidan,"dog[ACC,PL] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ]",ŋɛ́n ŋgá,ɲɛ́nɛ́ nɛ̀,1,3
6321,negedol,HH20211012,727.585,0.906,0,tic,Himidan,"plait[CLN,VENT,PFV,WH.LOCATIVE]",mɛð,nə̀mɛ̀ðɔ́l,1,1
6322,nedu nic@lo,HH20230414-1,1010.805,1.37,0,tic,Himidan,"breast[NOM,PL] good[CLN]",ɜ̀ðú icəlo,nɜ̀ðú nìcə̀lò,1,1
6323,nedu ne laro,HH20230414-1,830.96,1.58,0,tic,Himidan,"breast[NOM,PL] aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] sibling[NOM,PL,left_h]",ɜ̀ðú ŋgá àɾò,nɜ̀ðú nɛ́ láɾò,1,2
6324,nedo kukungu tow@ni,HH20220719-2,3687.275,1.5,0,tic,Himidan,"refuse/hate[VENT,IPFV,left_h] 1st.born.male.child[ACC,SG] now[]",nɛð kúkù t̪ɔ́wɜ̀nì,nɛ́ðɔ́ kúkùŋú t̪ɔ́wɜ̀nì,1,3
6325,nedo dino,HH20220719-2,3754.805,0.95,0,tic,Himidan,"refuse/hate[VENT,IPFV,left_h] slice-pass[IT,IPFV]",nɛð ð-in,nɛ́ðɔ́ ðínɔ̀,1,2
6326,nedan,HH20211019-1,520.929,0.8300000000000001,0,tic,Himidan,"dog[NOM,PL]",ŋɛ́n,ɲɛ́n,1,2
6327,neda dino,HH20220719-2,3774.185,1.18,0,tic,Himidan,"refuse/hate[VENT,IMP] slice-pass[IT,IPFV]",nɛð ð-in,nɛ̀ðá ðínɔ̀,1,3
6328,nebe nic@lo,HH20211004,1561.731,1.534,0,tic,Himidan,"bamboo.gate[NOM,PL] good[CLN]",ɛ̀bɛ̀ icəlo,nɛ̀bɛ̀ nìcə̀lò,1,4
6329,nebe,HH20211004,1443.785,0.73,0,tic,Himidan,"bamboo.gate[NOM,PL]",ɛ̀bɛ̀,nɛ̀bɛ̀,1,3
6330,ne tole tangijo nguda,HH20220719-1,1354.144,2.25,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] lion[NOM,SG] see-caus[CLT̪,VENT,DEP,left_h] bone[ACC,PL,left_h]",ŋgá t̪òlé aŋ-ij lòðì,nɛ̀ t̪òlé t̪áŋìjɔ̀ ŋóðà,1,1
6331,ne tole tangijo eda,HH20220719-1,1295.782,1.463,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] lion[NOM,SG] see-caus[CLT̪,VENT,DEP,left_h] aux[CLÐ,IT,PFV]",ŋgá t̪òlé aŋ-ij ŋgá,nɛ̀ t̪òlé t̪áŋìjɔ̀ ðà,1,2
6332,ne tole jate ngideno ede v@rin de,HH20220726-1,524.66,2.91,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] lion[NOM,SG] eat-loc[IT,PFV] rabbit/hare[ACC,SG] meat/vegetable/prey[NOM,PL] return(transitive)-pass[IT,IMP] NEG[]",ŋgá t̪òlé j-at̪ ŋìðɛ̀ní r̀ðɛ̀ vɜɽ-in dɛ̀,nɛ̀ t̪òlé ját̪ɛ̀ ŋìðɛ̀nɔ́ ɛ̀ðɛ̀ vɜ́ɽínɔ́ dɛ̀,1,1
6333,ne timingi,HH20220629-2,2296.71,1.48,0,tic,Himidan,"aux[CLN,IPFV,3SG.OBJ,1SG.SBJ] marry[CLT̪,VENT,PFV,1SG.OBJ]",ŋgá ib,nɛ́ t̪ìbíŋì,1,1
6334,ne tal v@ledongno,HH20240126,2003.013,1.307,0,tic,Himidan,"aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] aux[CLT̪,IPFV,WH.LOCATIVE] pull-pass[IT,IPFV]",ŋgá ŋgá vəlɛð-in,nɛ̀ t̪ál və́lɛ̀ðìnɔ̀,1,1
6335,nen najato ora ne l@v@r,HH20220930,2201.423,2.27,0,tic,Himidan,"dog[NOM,PL] eat-loc[VENT,PFV,1PL.EXCL.SBJ,left_h] sibling[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n j-at̪ àɾò ŋgá lə̀və́r,ɲɛ́n ɲájàt̪ɔ́ óɾà nɛ̀ lə̀və́r,1,2
6336,nen najato kukungu ne l@v@r,HH20220930,1679.45,2.49,0,tic,Himidan,"dog[NOM,PL] eat-loc[VENT,PFV,1PL.EXCL.SBJ,left_h] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n j-at̪ kúkù ŋgá lə̀və́r,ɲɛ́n ɲájàt̪ɔ́ kúkùŋú nɛ̀ lə̀və́r,1,1
6337,nen najatidu ne l@v@r,HH20220930,2278.548,2.5,0,tic,Himidan,"dog[NOM,PL] eat-loc-antip[VENT,PFV,1PL.EXCL.SBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n j-at̪-ið ŋgá lə̀və́r,ɲɛ́n ɲájàt̪ìðó nɛ̀ lə̀və́r,1,3
6338,nen najatida ne l@v@r,HH20220930,2035.313,2.24,0,tic,Himidan,"dog[NOM,PL] die-loc-antip[CLƝ,VENT,DEP] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aj-at̪-ið ŋgá lə̀və́r,ɲɛ́n ɲàjàt̪ìðà nɛ̀ lə̀və́r,1,1
6339,nen najata ora ne l@v@r,HH20220930,1743.745,2.72,0,tic,Himidan,"dog[NOM,PL] die-loc[CLƝ,VENT,DEP] sibling[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aj-at̪ àɾò ŋgá lə̀və́r,ɲɛ́n ɲàjàt̪à òɾà nɛ̀ lə̀və́r,1,3
6340,nen najata kukungu ne l@v@r,HH20220930,1627.83,2.31,0,tic,Himidan,"dog[NOM,PL] die-loc[CLƝ,VENT,DEP] 1st.born.male.child[ACC,SG] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aj-at̪ kúkù ŋgá lə̀və́r,ɲɛ́n ɲàjàt̪à kúkùŋú nɛ̀ lə̀və́r,1,3
6341,nen naja ora,HH20220930,1064.315,2.05,0,tic,Himidan,"dog[NOM,PL] die[CLƝ,VENT,DEP,left_h] sibling[ACC,SG]",ŋɛ́n aj àɾò,ɲɛ́n ɲájà òɾà,1,3
6342,nen naja najadata ne l@v@r,HH20220930,1885.165,2.29,0,tic,Himidan,"dog[NOM,PL] die[CLƝ,VENT,DEP] die-antip-loc[CLƝ,VENT,DEP] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aj aj-ið-at̪ ŋgá lə̀və́r,ɲɛ́n ɲàjà ɲàjìðàt̪à nɛ̀ lə̀və́r,1,1
6343,nembre nic@lo,HH20220326-4,841.93,1.8,0,tic,Himidan,"bedsheet[NOM,PL] good[CLN]",lɛ̀mbré icəlo,nɛ̀mbré nìcə̀lò,1,3
6344,nele nic@lo,HH20220326-2,846.176,1.33,0,tic,Himidan,"king[NOM,PL] good[CLN]",ɛ́lê icəlo,nɛ́lê nìcə̀lò,1,3
6345,nele nav@ledo dedoro ndoba,HH20230516,972.56,3.24,0,tic,Himidan,"king[NOM,PL] aux pull[CLN,VENT,IPFV,aux] aux run[CLÐ,VENT,IPFV,3SG.OBJ,1SG.SBJ,aux] tomorrow[]",ɛ́lê ŋgá vəlɛð ŋgá ɔɽ nd̪ɔ̀bà,nɛ́lê ná_və̀lɛ̀ðɔ́ ðɛ́_ɔ̀ɽɔ́ nd̪ɔ̀bà,1,4
6346,nele nav@lede dedoro unere,HH20230524-1,1069.857,2.095,0,tic,Himidan,"king[NOM,PL] aux pull[CLN,IT,PFV,aux] return(transitive)[CLÐ,VENT,DEP] yesterday[]",ɛ́lê ŋgá vəlɛð vɜɽ ùnɛ́ɾɛ́,nɛ́lê nà_və́lɛ̀ðɛ̀ ðə̀vɔ̀ɽɔ̀ ùnɛ́ɾɛ́,1,2
6347,nelara nic@lo,HH20220326-2,770.231,1.51,0,tic,Himidan,"farmer[NOM,PL] good[CLN]",ɛ̀làɽà icəlo,nɛ̀làɽà nìcə̀lò,1,3
6348,nelaci tow@ni,HH20220719-2,3374.56,0.76,0,tic,Himidan,"tickle[IT,IMP] now[]",ɲɛlac t̪ɔ́wɜ̀nì,ɲɛ́lácí t̪ɔ́wɜ̀nì,1,2
6349,nelaca tow@ni,HH20220719-2,3383.56,1.29,0,tic,Himidan,"tickle[VENT,IMP] now[]",ɲɛlac t̪ɔ́wɜ̀nì,ɲɛ̀làcá t̪ɔ́wɜ̀nì,1,3
6350,nela nic@lo,HH20220326-2,700.901,1.48,0,tic,Himidan,"gourd.piece[NOM,PL] good[CLN]",ɛ̀là(1) icəlo,nɛ̀là nìcə̀lò,1,6
6351,nen nangu tulina ne l@ver,HH20221021,1864.9,1.939,0,tic,Himidan,"dog[NOM,PL] see[CLƝ,VENT,PFV] lion[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aŋ t̪òlé ŋgá lə̀və́r,ɲɛ́n ɲàŋú t̪ólèɲá nɛ̀ lə̀və́r,1,2
6352,nen nangto tulina ne l@ver,HH20221021,1852.807,2.666,0,tic,Himidan,"dog[NOM,PL] drink[VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ] lion[ACC,SG,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n t̪ t̪òlé ŋgá lə̀və́r,ɲɛ́n ɲàŋt̪ɔ́ú t̪ólèɲá nɛ̀ lə̀və́r,1,2
6353,nen nangto ne l@ver,HH20221021,1591.25,2.576,0,tic,Himidan,"dog[NOM,PL] drink[VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n t̪ ŋgá lə̀və́r,ɲɛ́n ɲàŋt̪ɔ́ú nɛ̀ lə̀və́r,1,1
6354,nen nangtidu ne l@ver,HH20221021,1380.574,2.197,0,tic,Himidan,"dog[NOM,PL] say-antip[CLƝ,VENT,PFV,3SG.OBJ] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aɾ-ið ŋgá lə̀və́r,ɲɛ́n ɲàŋɾìðú nɛ̀ lə̀və́r,1,2
6355,nen nangidu unere,HH20221021,1237.497,1.818,0,tic,Himidan,"dog[NOM,PL] see-antip[CLƝ,VENT,PFV] yesterday[]",ŋɛ́n aŋ-ið ùnɛ́ɾɛ́,ɲɛ́n ɲàŋìðú ùnɛ́ɾɛ́,1,2
6356,nen nangidato ne l@ver,HH20221021,1426.391,2.227,0,tic,Himidan,"dog[NOM,PL] see-antip-loc[CLƝ,VENT,PFV] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n aŋ-ið-at̪ ŋgá lə̀və́r,ɲɛ́n ɲàŋìðàt̪ɔ́ nɛ̀ lə̀və́r,1,1
6357,nen nang ora unere,HH20221021,1295.538,1.591,0,tic,Himidan,"dog[NOM,PL] see[CLƝ,VENT,DEP] sibling[ACC,SG,left_h] yesterday[]",ŋɛ́n aŋ àɾò ùnɛ́ɾɛ́,ɲɛ́n ɲàŋà óɾà ùnɛ́ɾɛ́,1,1
6358,nen najo ora,HH20220930,1312.24,1.25,0,tic,Himidan,"dog[NOM,PL] eat[VENT,PFV,1PL.EXCL.SBJ,left_h] sibling[ACC,SG,left_h]",ŋɛ́n j àɾò,ɲɛ́n ɲájɔ́ óɾà,1,2
6359,nen najedo ndoba,HH20220930,1361.805,1.38,0,tic,Himidan,"dog[NOM,PL] bite[VENT,PFV,1PL.EXCL.SBJ,left_h] tomorrow[]",ŋɛ́n jɛð nd̪ɔ̀bà,ɲɛ́n ɲájɛ̀ðɔ́ nd̪ɔ̀bà,1,2
6360,nen najedo,HH20220930,1332.925,1.31,0,tic,Himidan,"dog[NOM,PL] bite[VENT,PFV,1PL.EXCL.SBJ,left_h]",ŋɛ́n jɛð,ɲɛ́n ɲájɛ̀ðɔ́,1,2
6361,nen najedi unere,HH20221028,258.444,1.57,0,tic,Himidan,"dog[NOM,PL] die-antip[CLƝ,IT,DEP,left_h] yesterday[]",ŋɛ́n aj-ið ùnɛ́ɾɛ́,ɲɛ́n ɲájìðì ùnɛ́ɾɛ́,1,2
6362,nen najedato ne l@v@r,HH20220930,2344.153,1.44,0,tic,Himidan,"dog[NOM,PL] bite-loc[VENT,PFV,1PL.EXCL.SBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n jɛð-at̪ ŋgá lə̀və́r,ɲɛ́n ɲájɛ̀ðàt̪ɔ́ nɛ̀ lə̀və́r,1,3
6363,nen najedado ne l@v@r,HH20220930,2241.763,2.2,0,tic,Himidan,"dog[NOM,PL] bite-loc[VENT,PFV,1PL.EXCL.SBJ,left_h] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n jɛð-at̪ ŋgá lə̀və́r,ɲɛ́n ɲájɛ̀ðàt̪ɔ́ nɛ̀ lə̀və́r,1,3
6364,nen najedada ne l@v@r,HH20220930,1769.875,2.28,0,tic,Himidan,"dog[NOM,PL] aux bite-loc[CLƝ,IT,IPFV,aux] aux[CLN,IT,PFV,3SG.OBJ,1SG.SBJ] field[NOM,SG]",ŋɛ́n ŋgá jɛð-at̪ ŋgá lə̀və́r,ɲɛ́n ɲá_jɛ́ðàt̪à nɛ̀ lə̀və́r,1,2
6365,nen najedada,HH20220930,1780.618,1.97,0,tic,Himidan,"dog[NOM,PL] aux bite-loc[CLƝ,IT,IPFV,aux]",ŋɛ́n ŋgá jɛð-at̪,ɲɛ́n ɲá_jɛ́ðàt̪à,1,1
6366,nen najeda,HH20220930,1104.855,1.06,0,tic,Himidan,"dog[NOM,PL] aux bite[CLƝ,IT,IPFV,aux]",ŋɛ́n ŋgá jɛð,ɲɛ́n ɲá_jɛ́ðà,1,2
