index,eaf_text,fst_text,lemmata,gloss,num_eaf_variants
6437,və̀lɛ̀ðɛ́ɲárɛ́ t̪ɔ́wə̀nì,rə̀jɛ̀ðéɲárɛ́ t̪ɔ́wɜ̀nì,jɛð t̪ɔ́wɜ̀nì,"bite[CLR,VENT,PFV,1PL.EXCL.OBJ] now[]",1
6438,və́lɛ́ðátɛ́ t̪ɔ́wə̀nì,və́lɛ́ðát̪ɔ́ t̪ɔ́wɜ̀nì,vəlɛð-at̪ t̪ɔ́wɜ̀nì,"pull-loc[IT,IMP] now[]",1
6423,kɔ̀ŋɔ̂ ɔ̀ɽɟɛ̀cì ánó unɛɾɛ,kɔ̀dɔ́ ɔ̀ɽɟɛ̀cí ánó únɛ́ɾɛ́,ɔd ɔɽɟɛc ánó ùnɛ́ɾɛ́,"build[CLG,VENT,PFV] help[VENT,IPFV] PARTICLE[] yesterday[left_h]",1
6428,kàŋ ɔ́ɽɟɛ̀cì ánó unɛɾɛ,kàŋà ɔ́ɽɟɛ̀cì ánó únɛ́ɾɛ́,aŋ ɔɽɟɛc ánó ùnɛ́ɾɛ́,"see[CLG,VENT,DEP] help[IT,PFV] PARTICLE[] yesterday[left_h]",1
6429,və̀lɛ̀ðìnɔ́r t̪ɔ́wə̀nì,və̀lɛ̀ðìnɔ́ŕ t̪ɔ́wɜ̀nì,vəlɛð-in t̪ɔ́wɜ̀nì,"pull-pass[VENT,IPFV,1PL.INCL.SBJ] now[]",1
6479,àprí jìdìjí ðɔ́ndà,àpɾí jìdìjí ðɔ́ndà,àpɾí id-ij ðɔ̀ndɔ̀,"boy[NOM,SG] fall-caus[CLJ,VENT,PFV] gourd[ACC,SG,left_h]",1
6480,ádɔ́ŋðɛ̀ ðàŋàlà,dɔ́ŋðɛ̀ ðàŋàlà,dɔŋð ðàŋàl,"push[IT,PFV] sheep[ACC,SG]",1
6453,ðícíŋgɛ́lálá kúkùŋù ðìcə̀lò,ðícíŋgɛ́lálá kúkùŋú ðìcə̀lò,ðícíŋgɛ́lálá kúkù icəlo,"<NO_GLOSS> 1st born male child[ACC,SG] good[CLÐ]",1
6454,lɛ́là ðícìŋgɛ̀làlà kúkùŋú nd̪ɔ̀bà,ɛ́là ðícìŋgɛ̀làlà kúkùŋú nd̪ɔ̀bà,ɛ̀là(1) ðícìŋgɛ̀làlà kúkù nd̪ɔ̀bà,"gourd.piece[NOM,SG,left_h] <NO_GLOSS> 1st born male child[ACC,SG] tomorrow[]",1
6439,və̀lɛ̀ðátɛ́r t̪ɔ́wə̀nì,kə̀mɛ̀ðátɛ́ŕ t̪ɔ́wɜ̀nì,mɛð t̪ɔ́wɜ̀nì,"plait[CLG,VENT,PFV,1PL.INCL.OBJ] now[]",1
6441,və̀lɛ́ðátɛ́r t̪ɔ́wə̀nì,lə́ðátɛ́ŕ t̪ɔ́wɜ̀nì,ð t̪ɔ́wɜ̀nì,"slice[CLL,VENT,PFV,1PL.INCL.OBJ,left_h] now[]",1
6442,və́lɛ́ðínɔ́r,və́lɛ̀ðìnɔ́ŕ,vəlɛð-in,"pull-pass[VENT,IPFV,1PL.INCL.SBJ,left_h]",1
6433,və̀lɛ̀ðíŋì t̪ɔ́wə̀nì,və̀lɛ̀ðìjí t̪ɔ́wɜ̀nì,vəlɛð-ij t̪ɔ́wɜ̀nì,"pull-caus[VENT,IPFV] now[]",1
6434,və́lɛ́ðínɔ́ t̪ɔ́wə̀nì,və́lɛ́ðínɔ́ t̪ɔ́wɜ̀nì,vəlɛð-in t̪ɔ́wɜ̀nì,"pull-pass[IT,IMP] now[]",1
6435,àl və́lɛ̀ðìnɛ̀ t̪ɔ́wə̀nì àl və́lɛ̀ðìnɛ̀ t̪ɔ́wə̀nì,âl və́lɛ̀ðìnɛ̀ t̪ɔ́wɜ̀nì âl və́lɛ̀ðìnɛ̀ t̪ɔ́wɜ̀nì,âl vəlɛð-in t̪ɔ́wɜ̀nì âl vəlɛð-in t̪ɔ́wɜ̀nì,"stone[NOM,SG] pull-pass[IT,PFV] now[] stone[NOM,SG] pull-pass[IT,PFV] now[]",1
6397,ŋgá və̀lɛ̀ðɔ́ nd̪ɔ̀bà,ŋgá və̀lɛ̀ðɔ́ nd̪ɔ̀bà,ŋgá vəlɛð nd̪ɔ̀bà,"aux[CLG,IPFV] pull[VENT,IPFV] tomorrow[]",1
6398,ŋgá və́lɛ̀ðà nd̪ɔ̀bà,ŋgá və́lɛ̀ðà nd̪ɔ̀bà,ŋgá vəlɛð nd̪ɔ̀bà,"aux[CLG,IPFV] pull[IT,IPFV] tomorrow[]",1
6447,cíŋgə́lálí kúkùŋù t̪ɔ́wə̀nì,íŋgáĺl kúkùŋú t̪ɔ́wɜ̀nì,ŋgá kúkù t̪ɔ́wɜ̀nì,"aux[CLG,IPFV,WH.LOCATIVE,3PL.OBJ,1SG.SBJ] 1st born male child[ACC,SG] now[]",1
6448,cìŋgə̀làlá kúkùŋù t̪ɔ́wə̀nì,ðə̀ŋgə̀lá kúkùŋú t̪ɔ́wɜ̀nì,ðə̀ŋgə̀lá kúkù t̪ɔ́wɜ̀nì,"tongue[NOM,SG] 1st born male child[ACC,SG] now[]",1
6449,lɛ̀cìŋgɛ̀làlí kúkùŋù unɛɾɛ,lɛ̀cìŋgɛ̀làlí kúkùŋú únɛ́ɾɛ́,lɛ̀cìŋgɛ̀làlí kúkù ùnɛ́ɾɛ́,"<NO_GLOSS> 1st born male child[ACC,SG] yesterday[left_h]",1
6450,làcíŋgɛ̀làlì kúkùŋù unɛɾɛ,làcíŋgɛ̀làlì kúkùŋú únɛ́ɾɛ́,làcíŋgɛ̀làlì kúkù ùnɛ́ɾɛ́,"<NO_GLOSS> 1st born male child[ACC,SG] yesterday[left_h]",1
6451,lácíŋgɛ̀làlà kúkùŋù nd̪ɔ̀bà,lácíŋgɛ̀làlà kúkùŋú nd̪ɔ̀bà,lácíŋgɛ̀làlà kúkù nd̪ɔ̀bà,"<NO_GLOSS> 1st born male child[ACC,SG] tomorrow[]",1
6452,lácìŋgɛ̀làlí kúkùŋù nd̪ɔ̀bà,lácìŋgɛ̀làlí kúkùŋú nd̪ɔ̀bà,lácìŋgɛ̀làlí kúkù nd̪ɔ̀bà,"<NO_GLOSS> 1st born male child[ACC,SG] tomorrow[]",1
6518,ŋùdúŋɛ́ ŋàɲà ŋìc̀lò,ŋùdíŋɛ́ ŋàɲà ŋìcə̀lò,ud ŋàɲà icəlo,"burn[CLŊ,VENT,PFV,WH.CLASS] grass[NOM,SG] good[CLŊ]",1
6504,ált̪ɔ́t̪ɛ̀ álɛ́ t̪ɔ̀wə̀nì,álà t̪ɔ́t̪ɛ̀ álɛ́ t̪ɔ́wɜ̀nì,ŋgá t̪ɔt̪ âl t̪ɔ́wɜ̀nì,"aux throw[CLL,IT,PFV,1DU.INCL.SBJ,aux] stone[ACC,SG] now[]",1
6505,àl vŕðɛ̀ álɛ̀,âl vŕðɛ̀ álɛ́,âl vrð âl,"stone[NOM,SG] throw[IT,PFV] stone[ACC,SG]",1
6506,̀làvŕðɛ̀ álɛ̀,là vŕðɛ̀ álɛ́,ŋgá vrð âl,"aux throw[CLL,IT,PFV,aux] stone[ACC,SG]",1
6507,àlvŕðɔ̀ álɛ̀,t̪ál vŕðɔ̀ álɛ́,ŋgá vrð âl,"aux throw[CLT̪,IT,IPFV,3SG.OBJ,3SG.SBJ,aux] stone[ACC,SG]",1
6508,àl vŕðɔ̀ álɛ̀,âl vŕðɔ̀ álɛ́,âl vrð âl,"stone[NOM,SG] throw[IT,IPFV] stone[ACC,SG]",1
6509,àl vr̀ðɔ́ álɛ̀,âl vr̀ðɔ́ álɛ́,âl vrð âl,"stone[NOM,SG] throw[VENT,IPFV] stone[ACC,SG]",1
6510,íŋgá ŋút̪ɔ̀nɔ̀ ŋ́ŋ́t̪ɔ̀nɔ̀ ùðɛ́ nd̪ɔ̀bà,íŋgá ŋút̪ìnɔ̀ ŋə́ŋt̪ɔ̀t̪ú ùðɛ̀ nd̪ɔ̀bà,ŋgá ut̪-in t̪-ɛt̪ ùðɛ̀ nd̪ɔ̀bà,"aux[CLG,IPFV,1SG.SBJ] choose-pass[CLŊ,VENT,DEP,left_h] drink-loc[CLŊ,VENT,PFV,3SG.OBJ,left_h] gazelle/antelope[NOM,SG] tomorrow[]",1
6462,nâl nìcə̀lò,nâl nìcə̀lò,ŋgá icəlo,"aux[CLN,IT,PFV,WH.LOCATIVE,left_h] good[CLN]",1
6511,íŋgámút̪ɔ̀nà úðɔ́ nd̪ɔ̀bà,íŋgá mút̪ɔ̀ úðɔ́ nd̪ɔ̀bà,ŋgá mut̪ úðɔ́ nd̪ɔ̀bà,"aux sip[CLG,IT,IPFV,1SG.SBJ,aux] breath[NOM,SG] tomorrow[]",1
6512,ŋgámút̪ɔ̀nɔ̀ úðɔ́ nd̪ɔ̀bà,ŋgá mút̪ɔ̀t̪ɔ̀ úðɔ́ nd̪ɔ̀bà,ŋgá mut̪-ɛt̪ úðɔ́ nd̪ɔ̀bà,"aux sip-loc[CLG,IT,IPFV,aux] breath[NOM,SG] tomorrow[]",1
6513,ùdúlə́ŋàɲà lìcə̀lò,ùdúlə́ŋàɲà lìcə̀lò,ùdúlə́ŋàɲà icəlo,<NO_GLOSS> good[CLL],1
6514,lùdɔ́ lɛ́ŋàɲà lìcə̀lò,lùd̪ɔ́ láŋáɲà lìcə̀lò,ud̪ aŋ icəlo,"kindle[CLL,VENT,PFV] see[CLL,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ,left_h] good[CLL]",1
6515,ldɔ́lə́ŋâɲà lìcə̀lò,lə́lə̀ŋáɲà lìcə̀lò,ləŋ icəlo,"give.birth[CLL,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ,left_h] good[CLL]",1
6516,àŋdó ŋìcə̀lò,àŋú ŋìcə̀lò,aŋ icəlo,"see[VENT,IPFV] good[CLŊ]",1
6517,ŋùdúŋàɲà ŋìcə̀lò,ŋùd̪ɔ̀t̪áɲà ŋìcə̀lò,ud̪-ɛt̪ icəlo,"kindle-loc[CLŊ,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ] good[CLŊ]",1
6466,nìlɛ́ð ə nìcə̀lò,nìlɛ́ð áá nìcə̀lò,ɪ̀lɛ́ð áá icəlo,"hoe[NOM,PL] no[] good[CLN]",1
6467,ndŕdɔ́ ndŕdɔ́,ndŕdɔ́ ndŕdɔ́,írdɔ́ írdɔ́,"knife[NOM,PL] knife[NOM,PL]",1
6468,ndŕdɔ́ nìcə̀lò,ndŕdɔ́ nìcə̀lò,írdɔ́ icəlo,"knife[NOM,PL] good[CLN]",1
6455,ŋɔ́rɔ́ ŋìcə̀lò,ŋɔ́rɔ́ ŋìcə̀lò,lɔ́rɔ́ icəlo,"back[NOM,PL] good[CLŊ]",1
6457,nɜ́rʊ́ nìcə̀lò,nɜ́rʊ́ nìcə̀lò,ɜ́ɾʊ́ icəlo,"nest/web/bowl[NOM,PL] good[CLN]",1
6459,jɔ̀ndɔ̀ jìcə̀lò,jɔ̀ndɔ̀ jìcə̀lò,ðɔ̀ndɔ̀ icəlo,"gourd[NOM,PL] good[CLJ]",1
6460,nàré nìcə̀lò,nàré nìcə̀lò,àré icəlo,"table[NOM,PL] good[CLN]",1
6461,nàlbríð nìcə̀lò,nàlbríð nìcə̀lò,àlbríð icəlo,"mat/rug[NOM,PL] good[CLN]",1
6474,àprí jà t̪ʊ́ lí ámɔ̀rðɛ̀,àpɾí jà t̪ú ílí ámɔ̀nɛ̀,àpɾí ŋgá t̪(2) ìlí amɔn,"boy[NOM,SG] aux[CLJ,IT,PFV] be.lost[VENT,IPFV] market[NOM,SG,left_h] care[IT,PFV]",1
6475,àprí já tʊ́ lí ámə̀rðɛ̀,àpɾí já t̪ú ílí ámɛ̀rðɔ́,àpɾí ŋgá t̪(2) ìlí mɛrð,"boy[NOM,SG] aux[CLJ,IPFV] be.lost[VENT,IPFV] market[NOM,SG,left_h] plait.REDUP[VENT,PFV,2SG.SBJ]",1
6476,àprí jà tʊ́lí ámə̀rðɛ̀ ùnɛ̀rɛ̀,àpɾí jà túðì ámɛ̀rðɔ́ ùnɛ́ɾɛ́,àpɾí ŋgá tuð mɛrð ùnɛ́ɾɛ́,"boy[NOM,SG] aux[CLJ,IT,PFV] rise[IT,PFV] plait.REDUP[VENT,PFV,2SG.SBJ] yesterday[]",1
6477,tʊ̀lí t̪ámɔ́rðà àpríɲá nd̪ɔ̀bà,t̪ùdí t̪á mɛ́rðà àpɾíɲá nd̪ɔ̀bà,ud ŋgá mɛrð àpɾí nd̪ɔ̀bà,"burn[CLT̪,VENT,PFV] aux plait.REDUP[CLT̪,IT,IPFV,aux] boy[ACC,SG] tomorrow[]",1
6478,t̪ùlí t̪á mɔ̀rðɔ́ ápríɲá nd̪ɔ̀bà,t̪ùdí t̪á mɛ̀rðɔ́ ápɾíɲá nd̪ɔ̀bà,ud ŋgá mɛrð àpɾí nd̪ɔ̀bà,"burn[CLT̪,VENT,PFV] aux[CLT̪,IPFV] plait.REDUP[VENT,IPFV] boy[ACC,SG,left_h] tomorrow[]",1
6463,nɔ̀ðɛ̀ŋìnà nìcə̀lò,nɔ̀ðɛ̀ŋìnà nìcə̀lò,ɔ̀ðə̀ŋɪ̀nà icəlo,"hippo[NOM,PL] good[CLN]",1
6464,ŋɔ́mɛ́ ŋìcə̀lò,ŋɔ́mɛ́ ŋìcə̀lò,lɔ́mɛ́ icəlo,"rain[NOM,PL] good[CLŊ]",1
6465,ŋə̀vàvɾì ŋìcə̀lò,ŋə̀vàvɾì ŋìcə̀lò,lə̀vàvɾì icəlo,"bicycle[NOM,PL] good[CLŊ]",1
6494,á lúrɔ̀ t̪ɔ́wə̀nì,t̪á lúrɔ̀ t̪ɔ́wɜ̀nì,ŋgá ur t̪ɔ́wɜ̀nì,"aux[CLT̪,IPFV] climb.down[CLL,VENT,DEP,left_h] now[]",1
6543,ŋìðə̀ní ŋə́ràmná ŋà ìrdɛ̀cì t̪òlìɲ́ ánú,ŋìðɛ̀ní ŋə́r̀nà ŋà ìɾdɛ̀cí t̪òlèɲá ánó,ŋìðɛ̀ní rn ŋgá iɾdɛc t̪òlé ánó,"rabbit/hare[NOM,SG] swallow[CLŊ,VENT,DEP,left_h] aux[CLŊ,IT,PFV] deceive[VENT,IPFV] lion[ACC,SG] PARTICLE[]",1
6544,ŋ́írdɛ̀cì t̪òlèɲá ánú,ŋíɾdɛ̀cì t̪òlèɲá ánó,iɾdɛc t̪òlé ánó,"deceive[CLŊ,IT,DEP,left_h] lion[ACC,SG] PARTICLE[]",1
6545,arəmná ramnà jardɛ̀cɔ̀,ŕná rá ńà jɜ́ŋdɛ̀cú,rn ŋgá n ɜd-ɛc,"swallow[VENT,IMP,left_h] aux listen[CLR,IT,IPFV,aux] touch-loc[CLJ,VENT,PFV,3SG.OBJ,left_h]",1
6546,ùɟí kə́râmná ŋárdɛ̀cɔ̀t̪ɔ̀lɲánú,ùɟí kə́r̀nà ŋárdɛ̀cɔ̀t̪ɔ̀lɲánú,ùɟí rn ŋárdɛ̀cɔ̀t̪ɔ̀lɲánú,"person[NOM,SG] swallow[CLG,VENT,DEP,left_h] <NO_GLOSS>",1
6547,ɟígrə̀mnǎ ŋgábrɔ̀cɔ̀ t̪òlèɲaánó,ɟígrə̀mnǎ ŋgá kɔ́cɔ̀ t̪òlèɲá,ɟígrə̀mnǎ ŋgá kɛc t̪òlé,"<NO_GLOSS> aux take[CLG,IT,IPFV,aux] lion[ACC,SG]",1
6548,ùɟí kə́rə̀mná ŋgárdɛ̀cà t̪òlèɲánó,ùɟí kə́r̀nà ŋgá ɾácà t̪òlèɲá,ùɟí rn ŋgá ɾac t̪òlé,"person[NOM,SG] swallow[CLG,VENT,DEP,left_h] aux pour[CLG,IT,IPFV,aux] lion[ACC,SG]",1
6549,ùɟí kə́rəmná ŋgárdɔ̀cɔ̀t̪ɔɲ ánó,ùɟí kə́r̀nà ŋgá ìrdɔ̀dɔ̀t̪ɔ́ ánó,ùɟí rn ŋgá irdɛd-ɛt̪ ánó,"person[NOM,SG] swallow[CLG,VENT,DEP,left_h] aux fall.REDUP-loc[CLG,VENT,IPFV,aux] PARTICLE[]",1
1046,àprí jílɛŋɔ́ imaɽðɛn kìbɽánànù,àpɾí jálèŋɔ́ ímàɽðɛ́ná kìbáɲà,àpɾí aleŋ èmàɽðɛ́n ib,"boy[NOM,SG] sing[CLJ,VENT,PFV,left_h] woman[ACC,SG,left_h] marry[CLG,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ]",1
1032,ŋgáŋâvə̀lɛ̀ðà,ŋgáŋâ və̀lɛ̀ðà,ŋgá vəlɛð,"aux pull[CLG,IT,IPFV,2SG.OBJ,aux]",1
1033,ŋgáŋâvə̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgáŋâ və̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,2SG.OBJ,aux] tomorrow[]",1
1037,imàɽðɛ́n kə̀lə̀ŋɔ́ ɔ́rɛ́ kr ɔ́ŋɔ̀r,ímàɽðɛ́ná kə̀lə̀ŋɔ́ órɛ́ kǎr ɔ́dɔ̀ŕ,èmàɽðɛ́n ləŋ órá kǎr ɜd,"woman[ACC,SG,left_h] give.birth[CLG,VENT,PFV] child[ACC,SG] someone[] touch[IT,IPFV,1PL.INCL.SBJ]",1
1038,ìmàɽðɛ́n kílə̀ŋɔ́ ɔ́rɛ́ kr ɔ́ŋɔ́r kə̀bɽánànò,ìmàɽðɛ́ná kə́lə̀ŋɔ́ órɛ́ kǎr ɔ́dɔ́ŕ kə̀mànìnɔ̀,èmàɽðɛ́n ləŋ órá kǎr ɔd man-in,"woman[ACC,SG] give.birth[CLG,VENT,PFV,left_h] child[ACC,SG] someone[] build[VENT,IPFV,1PL.INCL.SBJ,left_h] boil-pass[CLG,VENT,DEP]",1
6499,lovɜ́ɽì àdám t̪ɔ́wə̀nì,lə́vɜ̀ɽì àdám t̪ɔ́wɜ̀nì,vɜɽ àdám t̪ɔ́wɜ̀nì,"return(transitive)[CLL,IT,DEP,left_h] book[NOM,SG] now[]",1
6490,àl várà t̪ɔ́wə̀nì,âl várà t̪ɔ́wɜ̀nì,âl var t̪ɔ́wɜ̀nì,"stone[NOM,SG] run[IT,IPFV] now[]",1
6492,ǎ lúrì t̪ɔ̀wə̀nì,áá lúrì t̪ɔ́wɜ̀nì,áá ur t̪ɔ́wɜ̀nì,"no[] climb.down[CLL,IT,DEP,left_h] now[]",1
987,ɲáláŋîvə̀lɛ̀ðà,ɲáláŋɛ̂ və̀lɛ̀ðà,ŋgá vəlɛð,"aux pull[CLL,IT,IPFV,1SG.OBJ,2PL.SBJ,aux]",1
989,ágáŋîvə̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ágáŋɛ̂ və̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1SG.OBJ,2SG.SBJ,aux] tomorrow[]",1
1039,ɔ́rá kílə̀ŋɔ́ ìmàrðɛ́n kìbɽánànò,órá kə́lə̀ŋɔ́ ìmàɽðɛ́ná kìbáɲà,órá ləŋ èmàɽðɛ́n ib,"child[NOM,SG] give.birth[CLG,VENT,PFV,left_h] woman[ACC,SG] marry[CLG,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ]",1
1040,àprí jɛ́rlɛ̀ŋí ŋìðə̀nɔ̂,àpɾí jɛ́r̀lɛ̀ɲí ŋìðìnɔ́,àpɾí rlɛɲ ið-in,"boy[NOM,SG] chase[VENT,PFV,1SG.SBJ] do-pass[CLŊ,VENT,PFV]",1
1042,àprí jɛ́rlɛ̀ŋí ŋìðìnɔ́ jòlà ɛ́lɔ̀,àpɾí jɛ́r̀lɛ̀ɲí ŋìðìnɔ́ jɔ̀là ɛ́lɔ́,àpɾí rlɛɲ ið-in ɔla ɛ́lɔ́(1),"boy[NOM,SG] chase[VENT,PFV,1SG.SBJ] do-pass[CLŊ,VENT,PFV] tall[CLJ] God[NOM,SG]",1
1043,ŋíðíŋí ŋa àprí jɛ́rlɛ̀ŋí ŋwuna ŋiɲo,ŋíðìŋjú ŋá àpɾí jɛ́r̀lɛ̀ɲí ŋ́ná ŋícò,ið-ij ŋgá àpɾí rlɛɲ l̀ná ico,"do-caus[CLŊ,VENT,PFV,3SG.OBJ,left_h] aux[CLŊ,IPFV] boy[NOM,SG] chase[VENT,PFV,1SG.SBJ] hut[ACC,PL,left_h] bad[CLŊ,left_h]",1
1044,ŋíðíŋí ŋɛ́rlɛ̀ŋí àprí ŋwuna ŋiɲo,ŋíðìŋjú ŋə́r̀ɛ́ŋí àpɾí ŋ́ná ŋícò,ið-ij r àpɾí l̀ná ico,"do-caus[CLŊ,VENT,PFV,3SG.OBJ,left_h] stab[CLŊ,VENT,PFV,3SG.OBJ,1SG.SBJ,left_h] boy[NOM,SG] hut[ACC,PL,left_h] bad[CLŊ,left_h]",1
1045,ɔ́rá kə̀bɽánànò kílìŋɔ́ ìmàrðén,órá kə̀mànìnɔ̀ kíbíŋú ìmàɽðɛ́ná,órá man-in ib èmàɽðɛ́n,"child[NOM,SG] boil-pass[CLG,VENT,DEP] marry[CLG,VENT,PFV,3SG.OBJ,left_h] woman[ACC,SG]",1
6495,à lúrɔ̀ t̪ɔ́wə̀nì,nà lúrɔ̀ t̪ɔ́wɜ̀nì,ŋgá ur t̪ɔ́wɜ̀nì,"aux[CLN,IT,PFV] climb.down[CLL,VENT,DEP,left_h] now[]",1
6496,àlvɜ́ɽì àdám t̪ɔ́wə̀nì,nàl vɜ́ɽì àdám t̪ɔ́wɜ̀nì,ŋgá vɜɽ àdám t̪ɔ́wɜ̀nì,"aux return(transitive)[CLN,IT,PFV,3SG.OBJ,3SG.SBJ,aux] book[NOM,SG] now[]",1
995,ŋgáŋêvə̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgáŋɛ̂ və̀lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1SG.OBJ,aux] tomorrow[]",1
996,ŋgátɛ́və́lɛ̂ðà nd̪ɔ̀bàgɛ̀,ŋgátɛ́ və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1DU.INCL.OBJ,aux] tomorrow[]",1
998,ŋgátɛ́və́lɛ̂ðàŕ nd̪ɔ̀bàgɛ̀,ŋgátɛ́ və́lɛ̀ðàŕ nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,1PL.INCL.OBJ,aux] tomorrow[]",1
984,íŋgátɛ́və́lɛ̂ðà nd̪ɔ̀bàgɛ̀,íŋgátɛ́ və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLG,IT,IPFV,2PL.OBJ,1SG.SBJ,aux] tomorrow[]",1
985,lɛ́lvə́lɛ̂ðàlǒ nd̪ɔ̀bàgɛ̀,lɛ́ və́lɛ̀ðà nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð nd̪ɔ̀bàgɛ̀,"aux pull[CLL,IT,IPFV,3SG.OBJ,1SG.SBJ,aux] tomorrow[]",1
986,lɛ́lvə́lɛ̂ðàlò nd̪ɔ̀bàgɛ̀,lɛ́ĺ və́lɛ̀ðàt̪ɛ̀ nd̪ɔ̀bàgɛ̀,ŋgá vəlɛð-at̪ nd̪ɔ̀bàgɛ̀,"aux pull-loc[CLL,IT,PFV,3PL.OBJ,1SG.SBJ,aux,left_h] tomorrow[]",1
6579,lə̀cə̀lá lírdɛ̀cɔ̀ t̪òlèɲ́ ánó,lə̀cə̀là lírcɛ̀cɔ̀ t̪òlèɲá ánó,ìcə̀là ìɾìcɔ̀cɔ̀ t̪òlé ánó,"good.person[NOM,PL] student[ACC,PL,left_h] lion[ACC,SG] PARTICLE[]",1
6580,lə̀cìlà láírdɛ̀cɔ̀ t̪olèɲ ánô,lə̀cə̀là lá íɾdɛ̀cì t̪ólèɲá ánó,ìcə̀là ŋgá iɾdɛc t̪òlé ánó,"good.person[NOM,PL] aux deceive[CLL,IT,PFV,aux,left_h] lion[ACC,SG,left_h] PARTICLE[]",1
6581,ŋìðìní ŋìcə̀ló kán t̪álì,ŋìðìjí ŋìcə̀lò ká t̪ál,ið-ij icəlo ŋgá ŋgá,"do-caus[CLŊ,VENT,PFV] good[CLŊ] aux[CLG,IPFV] aux[CLT̪,IPFV,WH.LOCATIVE]",1
6582,ŋ̀ðɛ̀ní ŋ̀c̀ló káń t̪ólì,ŋìðɛ̀ní ŋìcə̀lò kɜ́ní t̪ólé,ŋìðɛ̀ní icəlo kɜ́ní t̪òlé,"rabbit/hare[NOM,SG] good[CLŊ] 2nd born female child[NOM,SG] lion[NOM,SG,left_h]",1
6567,jốsð̀ní ŋàcílì t̪ɔ̀wə̀nì,jɔ́ðìnɔ́ ŋàcìjí t̪ɔ́wɜ̀nì,ɔð-in ŋac-ij t̪ɔ́wɜ̀nì,"grind-pass[CLJ,VENT,PFV,left_h] give-caus[VENT,IPFV] now[]",1
6568,ŋìðə̀ní ɛ̀ŋàcíĺ t̪ɔ̀wə̀nì,ŋìðɛ̀ní t̪ə̀ŋàcíl t̪ɔ́wɜ̀nì,ŋìðɛ̀ní ŋac t̪ɔ́wɜ̀nì,"rabbit/hare[NOM,SG] give[CLT̪,VENT,PFV,WH.LOCATIVE] now[]",1
6569,ŋìðə̀ní ŋàcíl̀ t̪ɔ̀wə̀nì,ŋìðɛ̀ní ŋàcí t̪ɔ́wɜ̀nì,ŋìðɛ̀ní ŋac t̪ɔ́wɜ̀nì,"rabbit/hare[NOM,SG] give[VENT,IPFV] now[]",1
6570,ŋ̀ðə̀ní ŋícíló ŋ̀ívdɛ̀cɔ̀ t̪òlèɲánò,ŋìðɛ̀ní ŋícə̀lò ŋíɾdɛ̀cì t̪òlèɲá,ŋìðɛ̀ní icəlo iɾdɛc t̪òlé,"rabbit/hare[NOM,SG] good[CLŊ,left_h] deceive[CLŊ,IT,DEP,left_h] lion[ACC,SG]",1
6522,íŋgánɔ́nà ŋùdó ŋɛ́ŋgâɲà nd̪ɔ̀bà,íŋgá nɔ́nà ŋʊ̀dó ŋə́ŋàŋáɲà nd̪ɔ̀bà,ŋgá nɔn lʊ̀dó ŋaŋ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] sheaf/grass.bundle[NOM,PL] scratch[CLŊ,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ,left_h] tomorrow[]",1
6523,íŋgánɔ́nà ŋùdo ŋɛ́ŋàɲà nd̪ɔ̀bà,íŋgá nɔ́nà ŋʊ̀dó ŋáŋáɲà nd̪ɔ̀bà,ŋgá nɔn lʊ̀dó aŋ nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] sheaf/grass.bundle[NOM,PL] see[CLŊ,VENT,PFV,3SG.OBJ,1PL.EXCL.SBJ,left_h] tomorrow[]",1
6524,íŋgánɔ́nà ŋùdóɾŋɛ́ŋầɲà nd̪ɔ̀bà,íŋgá nɔ́nà ŋùdóɾŋɛ́ŋầɲà nd̪ɔ̀bà,ŋgá nɔn ŋùdóɾŋɛ́ŋầɲà nd̪ɔ̀bà,"aux look[CLG,IT,IPFV,1SG.SBJ,aux] <NO_GLOSS> tomorrow[]",1
